Ort;Plz
Spangenberg;34286
Spantekow;17392
Spardorf;91080
Sparneck;95234
Spatzenhausen;82447
Spay;56322
Spechbach;74937
Spechtsbrunn;98743
Speicher;54662
Speichersdorf;95469
Speichrow;15848
Speinshart;92676
Spelle;48480
Spenge;32139
Sperenberg;15838
Spergau;6237
Sperrhof;73489
Spesenroth;56288
Spessart;56746
Speyer;67346
Spickendorf;6188
Spiegelau;94518
Spiegelberg;71579
Spiegelhagen;19348
Spiekeroog;26474
Spielberg;6628
Spielberg;85655
Spielmannsholz;54619
Spiesen-Elversberg;66583
Spiesheim;55288
Spirkelbach;76848
Spitalhaus;93149
Spittenreut;83364
Spittersberg;83552
Spitzau, Gem Attenhofen;84076
Spitzkunnersdorf;2794
Splietsdorf;18513
Sponheim;55595
Sponholz;17039
Spora;6724
Spören;6780
Spornitz;19372
Spraitbach;73565
Sprakebüll;25917
Sprakensehl;29365
Spree;2923
Spreeau;15528
Spreenhagen;15528
Spreetal;2979
Spreewitz;2979
Spreiterhof;67806
Spremberg;3130
Sprendlingen;55576
Spring;14827
Springe;31832
Springhoe;25551
Springstille;98587
Sprink;54558
Spritzenmühle;63928
Sprockhövel;45549
Sprötau;99610
Sprotta;4838
Sprung;83364
Sputendorf;14532
St Alban;67813
St Gangloff;7629
St Georgen;83368
St Johann;55578
St Katharinen;53562
St Leonhard;83329
St Martin;67487
St Oswald;94568
St Ottilien;86941
St. Andreasberg;37444
St. Annen;25776
St. Bernhard;98660
St. Blasien;79837
St. Egidien;9356
St. Georgen;78112
St. Goar;56329
St. Goarshausen;56346
St. Ingbert;66386
St. Johann;72813
St. Kilian;98553
St. Leon-Rot;68789
St. Märgen;79274
St. Michaelisdonn;25693
St. Peter;79271
St. Wendel;66606
Staakow;15910
Staats;39599
Stäbelow;18198
Staben;18317
Stabhammer;8309
Stackelitz;6862
Stade;21680
Stade;21682
Stade;21683
Stade;21684
Stadecken-Elsheim;55271
Stadelhofen;96187
Stadensen;29596
Stadl;83364
Stadland;26935
Stadland;26936
Stadland;26937
Stadlern;92549
Stadt Wehlen;1829
Stadtallendorf;35260
Stadtbek, Gem Bosau;24326
Stadtbek, Gem Seedorf;24326
Stadtbekermühle;24326
Stadtbergen;86391
Stadthagen;31655
Stadtilm;99326
Stadtkyll;54589
Stadtlauringen;97488
Stadtlengsfeld;36457
Stadtlohn;48703
Stadtoldendorf;37627
Stadtprozelten;97909
Stadtroda;7646
Stadtsteinach;95346
Stadum;25917
Staffelde;16766
Staffelde;39596
Staffhorst;27254
Stafstedt;24816
Stahlberg;67808
Stahlhofen;56412
Stahlhofen;56459
Stahlhütte;53533
Stahna;1623
Stahnsdorf;14532
Staig;89195
Staitz;7950
Stakendorf;24217
Stalförden;49696
Stallwang;94375
Stammbach;95236
Stammham;84533
Stammham;85134
Stampfl;83546
Stamsried;93491
Stanau;7806
Ständehof;66981
Standenbühl;67816
Standorf;97990
Stangenhagen;14959
Stangerode;6543
Stanggaß;83471
Stangheck;24395
Stannewisch;2923
Stapel;19273
Stapelburg;38871
Stapelfeld;22145
Stappenbeck;29416
Starbach;1683
Starkenberg;4617
Starkenburg;56843
Starnberg;82319
Starsiedel;6686
Starzach;72181
Starzberg;83739
Staßfurt;39418
Staucha;1594
Stauchitz;1594
Staudach-Egerndach;83224
Staudernheim;55568
Staudt;56424
Staufen;79219
Staufenberg;34355
Staufenberg;35460
Stausteinerhof;66482
Staven;17039
Stavenhagen;17153
Stavenow;19357
Stavern;49777
Stebach;56276
Stechau;4936
Stecherschleuse;16248
Stechow;14715
Steckenbergermühle;56379
Stecklenberg;6507
Stedesand;25920
Stedesdorf;26427
Stedten;6317
Stedten a Ettersberg;99439
Stedtlingen;98617
Steegen;19230
Steenfeld;25557
Steesow;19300
Stefansberg;82216
Steffeln;54597
Steffenberg;35239
Steffenshagen;16928
Steffenshagen;18209
Steffenshof;56288
Steffin;23966
Stegaurach;96135
Stegelitz;17268
Stegelitz;39291
Stegen;79252
Steigerthal;99762
Steigra;6268
Steimbke;31634
Steimel;57614
Steimke;38486
Stein;24235
Stein;83371
Stein;90547
Steina;1920
Steinach;77790
Steinach;94377
Steinach;96523
Steinächle;71364
Steinalben;66851
Steinau;21775
Steinau;36396
Steinau;83546
Steinbach;9477
Steinbach;9629
Steinbach;36448
Steinbach;37308
Steinbach;56291
Steinbach;61449
Steinbach;66909
Steinbach;67808
Steinbach;96361
Steinbach;98667
Steinbach b Moritzburg;1471
Steinbach-Hallenberg;98587
Steinbeck;16259
Steinbeck;19372
Steinbeck;23948
Steinberg;8237
Steinberg;14793
Steinberg;19348
Steinberg;24972
Steinberg;92449
Steinbergkirche;24972
Stein-Bockenheim;55599
Steinborn;54655
Steinbrücken;99735
Steinburg;6647
Steinburg;22964
Steindorf;82297
Steinebach;57520
Steinebach;57629
Steineberg;54552
Steineck;83368
Steinefrenz;56414
Steinen;56244
Steinen;79585
Steinenbronn;71144
Steinerholz;24398
Steineroth;57518
Steinfeld;18184
Steinfeld;24888
Steinfeld;39599
Steinfeld;49439
Steinfeld;76889
Steinfeld;97854
Steinfeld;98646
Steinförde;16798
Steinfurt;48565
Steingaden;86989
Steingraben;91358
Steinhagen;18233
Steinhagen;18239
Steinhagen;18246
Steinhagen;18442
Steinhagen;33803
Steinhausen;88416
Steinheid;98749
Steinheim;32839
Steinheim;71711
Steinheim;89555
Steinheuterode;37318
Steinhöfel;15518
Steinhöfel;16278
Steinhöring;85643
Steinhorst;23847
Steinhorst;29367
Steinigtwolmsdorf;1904
Steiningen;54552
Steinitz;29416
Steinkirchen;21720
Steinkirchen;84439
Steinmauern;76479
Stein-Neukirch;56479
Steinpleis;8432
Steinrab;83376
Steinrausch;54689
Steinrode;37345
Steinsberg;56379
Steinschleuse;25868
Steinsdorf;6928
Steinsdorf;7338
Steinsdorf;7570
Steinsdorf;15898
Steinsfeld;91628
Steinthaleben;6567
Steintoch;15324
Steinweiler;76872
Steinwenden;66879
Steinwiesen;96349
Stein-Wingert;57629
Steißlingen;78256
Stelle;21435
Stelle-Wittenwurth;25795
Stellshagen;23948
Stelzen;98678
Stelzenberg;67705
Stemmen;27389
Stempeda;99762
Stemshorn;49448
Stemwede;32351
Stendal;39576
Stendell;16306
Stenn;8144
Stenten;24811
Stepenitz;16945
Stepfershausen;98617
Stephanskirchen;83071
Stephanskirchen;83552
Stephansposching;94569
Sterley;23883
Sterleyerheide;23883
Sternberg;19406
Sternberger Burg;19406
Sternebeck;16269
Sternenfels;75447
Sternhagen;17291
Sterup;24996
Stetten;67294
Stetten;72510
Stetten;87778
Stetten;88719
Stettfeld;96188
Steuden;6179
Steudten;1594
Steuerwaldsmühle;67294
Steutz;39264
Steyerberg;31595
Stiefenhofen;88167
Stiege;38899
Stiepelse;19273
Stieten;19406
Stimpfach;74597
Stinstedt;21772
Stintenburg;19246
Stintenburger Hütte;19246
Stipsdorf;23795
Stipshausen;55758
Stixe;19273
Stobra;99510
Stockach;78333
Stockbornerhof;66484
Stockdorf;82131
Stockelsdorf;23617
Stockem;54646
Stöckey;37345
Stockhausen-Illfurth;56472
Stockheim;96342
Stockheim;97640
Stocksberg, Gem Beilstein;71543
Stöckse;31638
Stocksee;24326
Stockstadt;63811
Stockstadt;64589
Stockum-Püschen;56459
Stödten;99610
Stödtlen;73495
Stoetze;29597
Stöffel;57647
Stofferstorf;23968
Stöffin;16833
Stöhrhaus;83471
Stolberg;6547
Stolberg;52222
Stolberg;52223
Stolberg;52224
Stolk;24890
Stollbeck;72419
Stollberg;9366
Stölln;14728
Stollsdorf;9306
Stolpe;16278
Stolpe;16540
Stolpe;17391
Stolpe;17406
Stolpe;19372
Stolpe;24601
Stolpen;1833
Stolpe-Süd;16761
Stoltebüll;24409
Stoltenberg;24256
Stoltenhagen;18510
Stoltoft;24405
Stolzenau;31592
Stolzenbergerhof;67822
Stolzenhagen;16248
Stolzenhagen;16348
Stolzenhain;4916
Stolzenhain a d Röder;4932
Stopperich;56588
Storbeck;16818
Storbeckshof;19339
Storchhof;74731
Stördorf;25554
Störkathen;25548
Storkau;6386
Storkau;6667
Storkau;39590
Storkow;15859
Storkow;17268
Storkow;17328
Störnstein;92721
Stösitz;1594
Stößen;6667
Stötten;87675
Stotternheim;99195
Stotternheim;99195
Stöttwang;87677
Stove;19217
Straach;6896
Strachau;19273
Strachtitz;18581
Stradow;3226
Straelen;47638
Straguth;39264
Strahlungen;97618
Strahwalde;2747
Stralendorf;19073
Stralendorf;19372
Stralsund;18435
Stralsund;18437
Stralsund;18439
Strameuß;23992
Strande;24229
Strasburg;17335
Strasen;17255
Straßberg;6493
Straßberg;8527
Straßberg;8527
Straßberg;72479
Strassen;19294
Straßenhaus;56587
Straßgräbchen;1936
Straßkirchen;94342
Straßlach-Dingharting;82064
Straubenhardt;75334
Straubing;94315
Sträubl;83329
Strauch;1561
Straupitz;15913
Strausberg;15344
Straußberg;99713
Straußfurt;99634
Streckenthin;16928
Streesow;19357
Streetz;6862
Streganz;15752
Strehla;1616
Strehlen;19357
Streichwitz;15898
Streiflach;81249
Streit;83552
Streitau;83739
Streitberg;85307
Streitberg;88441
Streitfeld;26441
Streithausen;57629
Streitholz;37308
Strelln;4838
Stremmen;15848
Strenznaundorf;6425
Stresendorf;19372
Stresow;39291
Stressenhausen;98646
Streufdorf;98646
Streumen;1609
Strickscheid;54597
Striegistal;9661
Striesdorf;18299
Striesow;3096
Strigleben;19348
Ströbels Mühle;56346
Strodehne;14728
Stroga;1561
Strohkirchen;19230
Strohkirchen;23936
Strohn;54558
Stromberg;55442
Strotzbüsch;54552
Strub;83489
Strübbel;25792
Strubensee;16835
Struckum;25821
Strukdorf;23815
Strullendorf;96129
Struppen;1796
Strußberg;83364
Strüth;56357
Struvenhütten;24643
Struxdorf;24891
Stubben;23847
Stubben;27616
Stubbendorf;17159
Stubbendorf;18195
Stubenberg;94166
Stuck;19294
Stücken;14547
Stüdenitz;16845
Stuer;17209
Stühlingen;79780
Stuhr;28816
Stulln;92551
Stülow;18209
Stumsdorf;6780
Stünzmühle;7619
Stürzelbach;57614
Stutensee;76297
Stüterhof;67661
Stuttgart;70173
Stuttgart;70174
Stuttgart;70176
Stuttgart;70178
Stuttgart;70180
Stuttgart;70182
Stuttgart;70184
Stuttgart;70186
Stuttgart;70188
Stuttgart;70190
Stuttgart;70191
Stuttgart;70192
Stuttgart;70193
Stuttgart;70195
Stuttgart;70197
Stuttgart;70199
Stuttgart;70327
Stuttgart;70329
Stuttgart;70372
Stuttgart;70374
Stuttgart;70376
Stuttgart;70378
Stuttgart;70435
Stuttgart;70437
Stuttgart;70439
Stuttgart;70469
Stuttgart;70499
Stuttgart;70563
Stuttgart;70565
Stuttgart;70567
Stuttgart;70569
Stuttgart;70597
Stuttgart;70599
Stuttgart;70619
Stuttgart;70629
Stützengrün;8328
Stutzenklinge;73565
Stützerbach;98714
Stuvenborn;24641
Sückau;19273
Suckow;19376
Suckwitz Abbau;19399
Südbrookmerland;26624
Suddendorf;48465
Sudenhof;19230
Süderau;25361
Süderbrarup;24392
Suderburg;29556
Süderdeich;25764
Süderdorf;25782
Süderende;25938
Süderfahrenstedt;24890
Südergellersen;21394
Süderhackstedt;24852
Süderhackstedtfeld;24992
Süderhastedt;25727
Süderheistedt;25779
Süderhöft;25876
Süderholz;18516
Süderlügum;25923
Südermarsch;25813
Süderoog;25849
Süderstapel;25879
Südfall;25845
Südlohn;46354
Südschacht;38350
Sudwalde;27257
Sugenheim;91484
Suhhaus;73453
Suhl;98527
Suhl;98528
Suhl;98529
Suhlendorf;29562
Suhlequelle;99102
Suhlequelle;99102
Suhrbrook;24367
Sukow;19079
Sükow;19348
Sukow-Marienhof;17168
Sülfeld;23867
Sulingen;27232
Sülldorf;39171
Sülm;54636
Sülsdorf;23923
Sülstorf;19077
Sülten;19412
Sulz;72172
Sulza;7751
Sulzbach;55758
Sulzbach;56379
Sulzbach;63834
Sulzbach;65843
Sulzbach;66280
Sulzbach;71560
Sulzbacherhof;66885
Sulzbach-Laufen;74429
Sulzbach-Rosenberg;92237
Sulzbachtal;67734
Sulzberg;87477
Sulzburg;79295
Sulzdorf;97528
Sulzemoos;85254
Sulzfeld;75056
Sulzfeld;97320
Sulzfeld;97633
Sülzfeld;98617
Sülzhayn;99755
Sulzheim;55286
Sulzheim;97529
Sulzhof;67808
Sulzthal;97717
Sumte;19273
Sünching;93104
Sundern;59846
Sundhausen;99735
Sundhausen;99947
Sundremda;7407
Sünna;36404
Süplingen;39343
Süpplingen;38373
Süpplingenburg;38376
Süptitz;4860
Surau;83552
Surberg;83362
Surbergbichl;83364
Surwold;26903
Sürzerhof;56299
Suschow;3226
Süsel;23701
Süßen;73079
Süßenborn;99441
Süßenborn;99441
Süßenhof;67317
Süstedt;27305
Sustrum;49762
Suthfeld;31555
Swisttal;53913
Sydower Fließ;16230
Syke;28857
Sylda;6333
Sylt-Ost;25980
Syrau;8548
Syrgenstein;89428
Taarstedt;24893
Tabarz;99891
Taben-Rodt;54441
Tacherting;83342
Taching;83373
Tacken;19348
Tackesdorf;25585
Tackesdorf-Nord;24797
Tackmannshof;17268
Täferrot;73527
Tagewerben;6667
Tagmersheim;86704
Talheim;74388
Talheim;78607
Talheimer Hof;74223
Talkau;21493
Talling;54426
Talmühle;57647
Tambach-Dietharz;99897
Tamm;71732
Tangeln;38489
Tangendorf;19348
Tangerhütte;39517
Tangermünde;39590
Tangstedt;22889
Tangstedt;25499
Tann;36142
Tann;84367
Tanna;7922
Tanndorf;4680
Tanne;38875
Tanneberg;1683
Tannenberg;9468
Tannenbergsthal;8262
Tannengrundhof;63589
Tännesberg;92723
Tannhausen;73497
Tannheim;88459
Tännich;7407
Tantow;16307
Tanzenhaid;91489
Tapfheim;86660
Tappenbeck;38479
Tappendorf;24594
Tarbek;24619
Tarmow;16833
Tarmstedt;27412
Tarnewitz;23946
Tarnewitzerhagen;23946
Tarnow;18249
Tarp;24963
Tarthun;39435
Tarzow;23972
Tasdorf;24536
Tastrup;24943
Tastungen;37339
Taterberg;39646
Tating;25881
Taubenheim;1665
Taubensuhl;76857
Tauberbischofsheim;97941
Tauberrettersheim;97285
Taucha;4425
Taucha;6679
Tauche;15848
Tauer;3185
Taufkirchen;82024
Taufkirchen;84416
Taufkirchen;84574
Taugwitz;6628
Taunusstein;65232
Taupadel;7616
Taura;9249
Tauscha;1561
Tauscha;9322
Tautenburg;7778
Tautendorf;7646
Tautenhain;4643
Tautenhain;7639
Tawern;54456
Techau;23689
Techelsdorf;24220
Techentin;19399
Techin;19246
Tecklenburg;49545
Teerofen;16230
Teetz;16866
Tegau;7907
Tegernau;79692
Tegernau;83565
Tegernheim;93105
Tegernsee;83684
Tegkwitz;4617
Teicha;6193
Teichel;7407
Teichland;3185
Teichröda;7407
Teichweiden;7407
Teichwitz;7570
Teichwolframsdorf;7989
Teisendorf;83317
Teising;84576
Teisnach;94244
Teistungen;37339
Teldau;19273
Telgte;48291
Tellig;56858
Tellingstedt;25782
Teltow;14513
Telz;15806
Temmels;54441
Temmen;17268
Tempelberg;15518
Templin;17268
Tempzin;19412
Tengen;78250
Teningen;79331
Tennenbronn;78144
Tensbüttel-Röst;25767
Tensfeld;23824
Teplitz;23992
Terpe;3139
Terpitzsch;9306
Terpt;15926
Teschendorf;16515
Teschendorf;17094
Teschenmoschel;67806
Teschow;23923
Teschow;23936
Tespe;21395
Tessenow;19376
Tessin;18195
Tessin;19243
Tessin;19258
Tessin;19412
Teßmannsdorf;18233
Testorf;19246
Testorf;23936
Testorf-Steinfort;23936
Tetenbüll;25882
Tetenhusen;24817
Teterow;17166
Tettau;1945
Tettau;96355
Tettenweis;94167
Tettnang;88069
Tetzelstein;38154
Teublitz;93158
Teuchern;6682
Teufelshof;14641
Teugn;93356
Teunz;92552
Teupitz;15755
Teuschnitz;96358
Teusin;17111
Teutleben;99628
Teutleben;99880
Teutschenthal;6179
Tewswoos;19303
Thaden;25557
Thaining;86943
Thal;57537
Thal;83555
Thal;99843
Thalberg;4924
Thalbürgel;7616
Thale;6502
Thalebra;99713
Thaleischweiler-Fröschen;66987
Thälendorf;7422
Thalfang;54424
Thalhausen;56584
Thalhausen;57577
Thalhausermühle;57577
Thalheim;6766
Thalheim;9380
Thalhofen;86932
Thallichtenberg;66871
Thallwitz;4808
Thalmassing;93107
Thalmässing;91177
Thalwenden;37318
Thalwinkel;6647
Thammenhain;4808
Thamsbrück;99947
Thandorf;19217
Thannhausen;86470
Thanstein;92554
Tharandt;1737
Thedinghausen;27321
Theeschütz;4720
Theeßen;39291
Theilenhofen;91741
Theilheim;97288
Theisa;4924
Theisbergstegen;66871
Theismühlen;56346
Theisseil;92637
Theißen;6727
Thelkow;18195
Themar;98660
Theres;97531
Theresenhof;15834
Thermalbad Wiesenbad;9488
Thesenvitz;18528
Theuma;8541
Thielbeer;39619
Thiendorf;1561
Thierbach;7356
Thierbach;9322
Thierhaupten;86672
Thierschneck;7774
Thiersheim;95707
Thierstein;95199
Thiesholz;24405
Thießen;6862
Thiessow;18586
Thimmendorf;7356
Tholey;66636
Thomasburg;21401
Thomm;54317
Thonhausen;4626
Thöringswerder;16269
Thörlingen;56291
Thörnich;54340
Thorstorf;23936
Thoßfell;8541
Thuine;49832
Thulendorf;18184
Thum;9419
Thumby;24351
Thum-Herold;9419
Thum-Jahnsbach;9419
Thundorf;97711
Thüngen;97289
Thüngersheim;97291
Thür;56743
Thüringenhausen;99713
Thüringer Hütte;97647
Thürkow;17168
Thurland;6779
Thurmansbang;94169
Thurnau;95349
Thurow;19412
Thyrnau;94136
Thyrow;14974
Tiddische;38473
Tieckow;14798
Tiefenau;1609
Tiefenbach;9661
Tiefenbach;55471
Tiefenbach;84184
Tiefenbach;88422
Tiefenbach;93464
Tiefenbach;94113
Tiefenbronn;75233
Tiefenbrunnen;14929
Tiefengruft;24989
Tiefenort;36469
Tiefensee;4849
Tiefensee;16259
Tiefenthal;19348
Tiefenthal;55546
Tiefenthal;67311
Tiefenweg;83546
Tiefthal;99189
Tiefthal;99189
Tielen;24803
Tielenhemme;25794
Tietzow;14641
Tilleda;6537
Timmaspe;24644
Timmendorfer Strand;23669
Timmenrode;6502
Tinningstedt;25917
Tirpersdorf;8606
Tirschendorf;8606
Tirschenreuth;95643
Tissa;7646
Tiste;27419
Titisee-Neustadt;79822
Titting;85135
Tittling;94104
Tittmoning;84529
Titz;52445
Tivoli;24321
Toba;99713
Toddin;19230
Todenbüttel;24819
Todendorf;22965
Todenhagen;18320
Todenroth;55481
Todesfelde;23826
Todsburg;73349
Todtenweis;86447
Todtmoos;79682
Todtnau;79674
Töfenreut;83379
Töging;84513
Tolk;24894
Tollow;23992
Tollwitz;6231
Tömmelsdorf;7819
Tönisvorst;47918
Tonna;99958
Tonndorf;99438
Tönning;25832
Töpchin;15755
Töpen;95183
Topfstedt;99718
Töplitz;14476
Toppenstedt;21442
Törber;19217
Torfbrücke;18181
Torfbrücke;18181
Torfgrube;73266
Torfhaus;38667
Torfkaten;23883
Torfstich;8318
Torgau;4860
Torgelow;17192
Torgelow;17358
Torgelow-Holländerei;17358
Torisdorf;23923
Torna;6729
Tornau;6774
Tornau v d Heide;6779
Tornesch;25436
Tornitz;39249
Tornow;15755
Tornow;16775
Tornow;16818
Tornow;16866
Tornowhof;17259
Törpt;23923
Tostedt;21255
Tosterglope;21371
Töttelstädt;99100
Töttelstädt;99100
Tottleben;99947
Töttleben;99198
Töttleben;99198
Traben-Trarbach;56841
Trabitz;39240
Trabitz;92724
Tradlenz;82390
Train;93358
Traisen;55595
Traitsching;93455
Tramm;19089
Tramm;21516
Tramm;23936
Trams;19417
Trannroda;7381
Trantow;17121
Trappenkamp;24610
Trappstadt;97633
Traßdorf;99326
Trassem;54441
Trassenheide;17449
Traubenmühle;74523
Traun;7819
Traunreut;83301
Traunstein;83278
Traunwalchen;83374
Traupitz;6729
Trausnitz;92555
Trautenhof;74249
Trautenstein;38899
Trautshofen;85655
Trautskirchen;90619
Travenbrück;23843
Travenhorst;23827
Traventhal;23795
Trebatsch;15848
Trebbichau;6369
Trebbin;14959
Trebbus;3253
Trebel;29494
Treben;1594
Treben;4617
Trebendorf;2959
Trebendorf;3149
Trebendorf-Mühlrose;2959
Trebgast;95367
Trebishain;4651
Trebitz;6909
Trebitz;14822
Trebitz;15868
Trebnitz;6217
Trebnitz;6420
Trebnitz;6682
Trebnitz;15320
Trebra;99718
Trebs;19249
Trebsen;4687
Trebur;65468
Trebus;2923
Trechtingshausen;55413
Trechwitz;14778
Treffelstein;93492
Treffurt;99830
Treia;24896
Treis-Karden;56253
Tremmen;14641
Tremnitz;7985
Tremsbüttel;22967
Tremsdorf;14552
Trendelburg;34388
Trenkmoos;83359
Trennewurth;25693
Trent;18569
Treplin;15236
Treppeln;15898
Treppendorf;7407
Trescherberg;83546
Treseburg;38889
Treuchtlingen;91757
Treuen;8233
Treuenbrietzen;14929
Treugeböhla;1561
Triberg;78098
Tribohm;18320
Tribsees;18465
Trieb;8239
Triebel;8606
Triebes;7950
Triebischtal;1665
Triefenstein;97855
Triepkendorf;17259
Trieplatz;16845
Trier;54290
Trier;54292
Trier;54293
Trier;54294
Trier;54295
Trier;54296
Trierscheid;53520
Trierweiler;54311
Triftern;84371
Triglitz;16949
Trimbs;56753
Trimport;54636
Trinum;6369
Trinwillershagen;18320
Tripkau;19273
Trippigleben;39649
Trippstadt;67705
Triptis;7819
Trittau;22946
Trittenheim;54349
Triwalk;23966
Tröbigau;1877
Tröbitz;3253
Tröbnitz;7646
Tröbsdorf;99428
Tröbsdorf;99428
Tröchtelborn;99869
Trochtelfingen;72818
Trockenborn-Wolfersdorf;7646
Trogen;95183
Tröglitz;6729
Troisdorf;53840
Troisdorf;53842
Troisdorf;53844
Troistedt;99438
Trollenhagen;17039
Tromsdorf;6648
Tröndel;24321
Trossin;4880
Trossingen;78647
Tröstau;95709
Trostberg;83308
Truchtlaching;83376
Trügleben;99880
Trulben;66957
Trunkelsberg;87779
Trusetal;98596
Tryppehna;39291
Tschernitz;3130
Tschirn;96367
Tübingen;72070
Tübingen;72072
Tübingen;72074
Tübingen;72076
Tucheim;39307
Tüchen;16928
Tuchenbach;90587
Tuchtfeld;37620
Tülau;38474
Tümlauer Koog;25881
Tunau;79677
Tuningen;78609
Tuntenhausen;83104
Tunzenhausen;99610
Türkendorf;3130
Türkenfeld;82299
Türkheim;86842
Turloff;19406
Turnow-Preilack;3185
Tüschow;19260
Tussenhausen;86874
Tüßling;84577
Tutow;17129
Tüttendorf;24214
Tüttleben;99869
Tuttlingen;78532
Tutzing;82327
Tützpatz;17091
Tüzen;23992
Twedt;24894
Twieflingen;38388
Twist;49767
Twistetal;34477
Twistringen;27239
Tylsen;29413
Tyrlaching;84558
Übach-Palenberg;52531
Übereisenbach;54689
Überherrn;66802
Überlingen;88662
Übersee;83236
Ubstadt-Weiher;76698
Uchtdorf;39517
Uchte;31600
Üchtelhausen;97532
Uchtspringe;39599
Ückeritz;17459
Uckerland;17337
Uckro;15926
Udenheim;55288
Uder;37318
Üdersdorf;54552
Üdersee b Werbellin;16244
Udersleben;6556
Udestedt;99198
Udler;54552
Uebigau;1561
Uebigau;4938
Ueckermünde;17373
Uedem;47589
Uehlfeld;91486
Uehrde;38170
Uelitz;19077
Uelsby;24860
Uelsen;49843
Uelversheim;55278
Uelvesbüll;25889
Uelzen;29525
Uenglingen;39579
Uenze;19348
Uersfeld;56767
Ueß;56767
Uetersen;25436
Uettingen;97292
Uetz;14476
Uetz;39517
Uetze;31311
Uffenheim;97215
Uffing;82449
Uftrungen;6548
Uhingen;73066
Uhldingen-Mühlhofen;88690
Uhlenbrook;18233
Uhler;56290
Ühlingen-Birkendorf;79777
Uhlstädt;7407
Uhrsleben;39343
Uhusmühle;56357
Uhyst;2999
Uichteritz;6667
Ullersdorf;1454
Ullersdorf;15868
Ulm;89073
Ulm;89075
Ulm;89077
Ulm;89079
Ulm;89081
Ulmen;56766
Ulmet;66887
Ulrichstein;35327
Ulrikenhof;18246
Ulsnis;24897
Ulzigerode;6543
Umkirch;79224
Umleitungsdeich;24799
Ummanz;18569
Ummendorf;39365
Ummendorf;88444
Ummern;29369
Ummerstadt;98663
Umpferstedt;99441
Unbesandten;19309
Undeloh;21274
Undenheim;55278
Ungerhausen;87781
Unkel;53572
Unkenbach;67823
Unlingen;88527
Unna;59423
Unna;59425
Unna;59427
Unnau;57648
Unseburg;39435
Unsleben;97618
Unterammergau;82497
Unterbodnitz;7646
Unterbreizbach;36414
Unterbrüz;19399
Unterdielbach;69429
Unterdießen;86944
Unterdietfurt;84339
Untere Horbachsmühle;55606
Untere Kleinmichelesmühle;71111
Untere Mühle;75399
Untere Ölmühle;71720
Untere Rauhmühle;71111
Unteregg;87782
Untereinöd;83546
Untereisesheim;74257
Unterellen;99819
Unterensingen;72669
Unterfischbach;71560
Unterföhring;85774
Unterführbuch;89165
Untergriesbach;94107
Untergruppenbach;74199
Unterhaching;82008
Unterhain;7426
Unter-Hainbrunn;64757
Unterholzen;83367
Unterjeckenbach;67746
Unterkaka;6721
Unterkatz;98634
Unterkirnach;78089
Unterkirnach;78089
Unterleinleiter;91364
Unterlemnitz;7356
Unterloquitz;7330
Unterlüß;29345
Untermarchtal;89617
Untermaßfeld;98617
Untermeitingen;86836
Untermerzbach;96190
Untermittweilerhof;67806
Untermödling;83546
Untermoosen;83329
Untermünkheim;74547
Unterneukirchen;84579
Unteröd;83552
Unterpleichfeld;97294
Unterpörlitz;98693
Unterreichenbach;75399
Unterreit;83567
Unterrißdorf;6295
Unterrotenstein;78652
Unterroth;89299
Unterschleißheim;85716
Unterschneidheim;73485
Unterschönau;98587
Unterschönberg;83714
Unterschops;85655
Unterschwaningen;91743
Unterschweinbach;82282
Untershausen;56412
Untersiegenbühl;73434
Untersiemau;96253
Unterstadion;89619
Untersteinach;95369
Unterstreit;83552
Unterthierwasen;67292
Unterthingau;87647
Unterwachingen;89597
Unterwaldhausen;88379
Unterweid;98634
Unterweißbach;98744
Unterwellenborn;7333
Unterwendling;83329
Unterwirbach;7422
Unterwössen;83246
Unterwürschnitz;8626
Untrasried;87496
Unzenberg;55483
Upahl;23936
Upgant-Schott;26529
Uphusum;25923
Uplengen;26670
Upost;17111
Uppershausen;54673
Urbach;56317
Urbach;73660
Urbach;99765
Urbach;99996
Urbar;55430
Urbar;56182
Urbich;99198
Urbich;99198
Urfeld;82432
Urleben;99955
Urmersbach;56761
Urmitz;56220
Urnshausen;36457
Ursberg;86513
Urschmitt;56825
Ursensollen;92289
Urspringen;97857
Ürzig;54539
Usch;54655
Usedom;17406
Userin;17237
Usingen;61250
Uslar;37170
Ustersbach;86514
Utarp;26556
Utecht;19217
Utenbach;6618
Utendorf;98617
Utershorst;14641
Utersum;25938
Uthausen;6773
Uthleben;99765
Uthlede;27628
Uthmöden;39345
Utscheid;54675
Uttenreuth;91080
Uttenweiler;88524
Üttfeld;54619
Utting;86919
Utzberg;99428
Utzedel;17111
Utzenfeld;79694
Utzenhain;56291
Utzerath;54552
Utzstetten;73577
Üxheim;54579
Vaale;25594
Vaalerfeld;25572
Vaalermoor;25594
Vacha;36404
Vachdorf;98617
Vachendorf;83377
Vahlberg;38170
Vahlbruch;37647
Vahlde;27389
Vahldorf;39345
Vaihingen;71665
Valfitz;29416
Vallendar;56179
Valley;83626
Valluhn;19246
Valwig;56812
Varchentin;17192
Varel;26316
Varrel;27259
Vastorf;21397
Vaterstetten;85591
Vatterode;6343
Vechelde;38159
Vechta;49377
Veckenstedt;38871
Veelböken;19205
Vehlefanz;16727
Vehlen;14789
Vehlgast;39539
Vehlin;16866
Vehlitz;39291
Vehlow;16866
Veilsdorf;98669
Veitsbronn;90587
